"","word","frequency"
"1187","fußball",2
"1349","geht",2
"1446","homofeindlichkeit",2
"1642","land",2
"1741","lasst",2
"2045","postet",2
"2172","regenbogen",2
"2243","seid",2
"2340","setzen",2
"2443","starkes",2
"2541","toleranz",2
"2632","tragen",2
"3026","vielfalt",2
"3324","zeichen",2
"1188","",1
"442","beim",2
"1034","entstehen",2
"1189","garantiert",2
"1248","gleicht",2
"1350","heißt",2
"1543","industrie",2
"1742","klimaneutral",2
"1845","klimaneutrale",2
"1937","klimaschutzverträge",2
"2046","kosten",2
"2244","pakt",2
"2341","planungssicherheit",2
"2444","politik",2
"2542","produktion",2
"2737","staat",2
"2838","stehen",2
"2934","umbau",2
"3126","unternehmen",2
"3225","vorschlag",2
"3513","zentrum",2
"1190","",1
"2173","„jetzt",2
"379","angebot",2
"443","b",2
"547","besser",2
"646","buch",2
"833","erneuern“",2
"1249","heute",2
"1544","klimagerechten",2
"1643","konkrete",2
"1846","land",2
"1938","landes",2
"2174","macht",2
"2342","persönliches",2
"2445","sozialen",2
"2738","unseres",2
"2839","vorgestellt",2
"2935","vorschläge",2
"3325","wohlstand",2
"3417","zukunft",2
"3514","zusammenhalt",2
"1191","",1
"2175","aufgaben",2
"380","besonders",2
"444","bürgerrechte",2
"735","einsatz",2
"834","erfolg",2
"930","freue",2
"1035","frieden",2
"1250","ganz",2
"1351","gratuliere",2
"1644","israelischen",2
"1743","kommenden",2
"1847","meretzpartei",2
"2176","neuen",2
"2245","ökologie",2
"2343","regierung",2
"2446","sozialen",2
"2739","verbindet",2
"2936","wünsche",2
"3027","zusammenhalt",2
"1192","",1
"2177","#allesistdrin",2
"383","#btw",2
"445","#dbdk",2
"548","aufbruch",2
"1447","einladung",2
"1545","ende",2
"1744","geht",2
"1848","gemeinsam",2
"1939","gestalten",2
"2047","großartiges",2
"2246","landes",2
"2344","steht",2
"2447","umbruchs",2
"2633","wahlprogramm",2
"2840","wochenende",2
"2937","zeit",2
"3127","zukunft",2
"1193","",1
"2178","#allesistdrin",2
"384","#btw",2
"446","#dbdk",2
"736","bestätigt",2
"835","dank",2
"931","danke",2
"1546","erneuern",2
"1745","freuen",2
"1940","große",2
"2048","habeck",2
"2179","habt",2
"2543","land",2
"2841","moment",2
"2938","robert",2
"3028","spitzenduo",2
"3418","unterstützung",2
"3515","vertrauen",2
"3610","vielen",2
"3710","wahlkampf",2
"1194","",1
"2180","#allesistdrin",2
"385","#btw",2
"447","#dbdk",2
"647","austausch",2
"737","b",2
"836","beschließen",2
"1251","freue",2
"1448","geht’s",2
"1645","los",2
"1849","parteitag",2
"1941","redebeiträge",2
"2181","spannende",2
"2247","starten",2
"2544","unseren",2
"2634","wahlprogramm",2
"2842","wochenende",2
"1195","#kinderrechte",2
"2182","bildungsausfall",2
"386","blockiert",2
"448","braucht",2
"549","dafür",2
"1196","endlich",2
"1252","erwachsenen",2
"1449","folgenschwer",2
"1547","grundgesetz",2
"2049","jugendliche",2
"2248","kinder",4
"2345","kleinen",2
"2448","mittelpunkt",2
"2545","monaten",2
"2740","politik",2
"2939","stärkung",2
"3029","stehe",2
"3128","stellt",2
"3326","union",2
"1197","#organspendeausweis",2
"2183","#tagderorganspende",2
"387","ab",2
"738","bereit",2
"837","bereits",2
"932","dadurch",2
"1036","dank",2
"1450","einfacher",2
"1548","erklären",2
"1850","großen",2
"1942","gut",2
"2249","jahr",2
"2346","jahren",2
"2449","lang",2
"2546","lassen",2
"2635","leben",2
"2741","nächstem",2
"2843","registrieren",2
"2940","retten",2
"3030","seit",2
"3226","spenderin",2
"3327","spenderorgane",2
"3516","warteliste",2
"1198","",1
"2184","#klimaschutz",2
"388","arbeitsplätze",2
"449","deutschland",2
"648","gestalten",2
"739","halten",2
"1037","innovationskraft",2
"1253","klar",2
"1352","klimaneutral",2
"1549","lässt",2
"2050","ohnehin",2
"2250","sozial",2
"2347","stehe",2
"2742","wettbewerbsfähigkeit",2
"2941","wirtschaftspolitisch",2
"3129","wort",2
"1199","",1
"389","anpacken",2
"450","ausgetauscht",2
"649","besuch",2
"740","bundespräsident",2
"838","danke",2
"933","darüber",2
"1646","freunden",2
"1851","gemeinsam",2
"1943","gespräch",2
"2051","grenzen",2
"2185","großen",2
"2251","gute",2
"2450","halt",2
"2547","herausforderungen",2
"2636","heute",2
"3130","nationalen",2
"3227","österreichische",2
"3517","unserer",2
"3611","vanderbellen",2
"392","zeit",2
"1200","",1
"2186","#daseinsvorsorge",2
"390","bröckelt",2
"451","bundesregierung",2
"550","bus",2
"1038","einsatz",2
"11100","fährt",2
"1353","gleichwertige",2
"1451","gute",2
"1746","krankenhaus",2
"1852","lebensverhältnisse",2
"1944","leitmotiv",2
"2187","mehr",2
"2252","möchte",2
"2348","nächsten",2
"2637","schließt",2
"2743","staat",2
"2844","uf",2
"3031","vertrauen",2
"3131","vorschläge",2
"1201","#keinvergessen",2
"2188","#lübcke",2
"452","bekämpfen",2
"551","dafür",2
"650","demokraten",2
"741","demokratinnen",2
"1039","entschieden",2
"11101","ermordung",2
"1254","erste",2
"1354","gedenke",2
"1452","gemeinsam",2
"1550","heute",2
"1747","jahren",2
"1853","mord",2
"1945","motivierte",2
"2052","müssen",2
"2189","nszeit",2
"2253","politiker",2
"2349","rechtsextrem",2
"2451","rechtsextremismus",2
"2638","seit",2
"2744","sorge",2
"2845","tragen",2
"3132","walter",2
"3518","zwei",2
"1202","#protasevich",2
"393","ausreisen",2
"839","entführung",2
"1040","erzwungene",2
"11102","festzunehmen",2
"1255","fordern",2
"1355","freilassung",2
"1453","gefangenen",2
"1551","genau",2
"1647","gleich",2
"1748","kommt",2
"1946","landung",2
"2190","passagierflugzeuges",2
"2254","politischen",2
"2350","regimekritiker",2
"2452","sicher",2
"2548","sofortige",2
"2639","staatlichen",2
"2846","umgehend",2
"1203","",1
"2191","#cop",2
"453","darüber",2
"1041","ferner",2
"1256","geht",2
"1356","gemeinsam",2
"1454","gesprochen",2
"1552","glasgow",2
"1749","handeln",2
"2053","jahre",2
"2192","jahrzehnt",2
"2255","johnkerry",2
"2351","klimaziele",2
"2453","konkrete",2
"2549","konkretes",2
"2640","maßnahmen",2
"2847","nächsten",2
"3133","starkes",2
"3228","ufeufea",2
"3328","uffauff",2
"3612","vorstellen",2
"3711","wäre",2
"403","zeichen",2
"4110","zukunft",2
"1204","#btw",2
"394","besten",2
"454","clindner",2
"742","fairen",2
"840","fürs",2
"934","glückwunsch",2
"1042","herzlichen",2
"11103","ideen",2
"1257","land",2
"1357","lieber",2
"1455","politischen",2
"1648","wettbewerb",2
"1750","wiederwahl",2
"1205","amtszeit",2
"552","badenwürttemberg",2
"935","dritte",2
"11104","erfolg",2
"1358","freue",2
"1553","gelingen",2
"1649","glückwunsch",4
"1751","grünen",2
"1854","gutes",2
"1947","herzlichen",2
"2193","kretschmann",2
"2256","lieber",2
"2454","minister",2
"2550","ministerinnen",2
"2745","starkes",2
"2848","team",2
"3134","winfried",2
"3229","wünsche",2
"3329","zusammenarbeit",2
"1206","aufs",2
"395","beendet",2
"455","bilder",2
"841","dringend",2
"936","erfüllen",2
"1043","fortlaufenden",2
"11105","friedensverhandlungen",2
"1258","gewaltspirale",2
"1359","großer",2
"1456","hamas",2
"1650","israel",2
"1752","ist
",2
"2054","müssen",2
"2194","raketenangriffe",2
"2257","schärfste",2
"2352","sofort",2
"2455","sorge",2
"2551","verurteile",2
"2942","wiederaufnahme",2
"3032","zeigt",2
"1207","",1
"2195","#europatag",2
"456","antwort",2
"651","b",2
"1044","erreichen",2
"11106","europäische",2
"1360","gemeinsam",2
"1457","geschichte",2
"1651","klimaschutz",2
"1855","lange",2
"1948","menschenrechte",2
"2055","miteinander",2
"2353","schmerzvolle",2
"2552","solidarisches",2
"2746","union",2
"3135","zukunftsversprechen",2
"1208","",1
"2196","#muttertag",2
"553","b",2
"652","beenden",2
"743","belastungsgrenzen",2
"937","blumen",2
"1045","coronapandemie",2
"1458","frauen",2
"1554","gehen",2
"1652","gerade",2
"2056","leisten",2
"2197","mütter",2
"2456","politisch",2
"2553","schlechterstellung",2
"2849","strukturelle",2
"2943","unfassbares",2
"3033","unsere",2
"3136","unterstützung",2
"3230","verdienen",2
"3330","volle",2
"3519","zeit",2
"1209","",1
"2198","

the",2
"396","#kabul",2
"457","#uuuuuuuauu",2
"554","afghanischen",2
"653","all",2
"744","are",2
"11107","bilder",2
"1259","bildung",2
"1555","education

uauuuaua",2
"1653","fighting",2
"1753","for",2
"1856","from",2
"1949","gedanken",2
"2057","girls",2
"2199","goes",2
"2258","heart",2
"2354","heartbreaking",2
"2457","herzzerreißend",2
"2641","kabul",2
"2747","mädchen",2
"2944","my",2
"3034","nachgehen",2
"3137","news",2
"3231","of",2
"3331","out",2
"3419","recht",2
"3520","right",2
"3712","their",2
"3810","to",2
"397","uu",2
"404","uuuau",2
"4111","uuufu",2
"4210","wollten",2
"1260","#niewieder",2
"2200","#tagderbefreiung",2
"398","antisemtismus",2
"458","demokratie",2
"842","erinnerung",2
"1046","europa",2
"11108","faschismus",2
"1261","freiheit",2
"1556","gemeinsames",2
"1654","halten",2
"1754","händen",2
"1950","liegt",2
"2058","mahnt",2
"21100","rassismus",2
"2458","unseren",2
"2554","verteidigen",2
"2642","wach",2
"1262","",1
"2201","#palmer",2
"399","abstoßend",2
"555","ausgrenzen",2
"654","äußerung",2
"745","berufen",2
"843","boris",2
"1361","ganze",2
"1459","immer",2
"1655","ironie",2
"1857","macht",2
"1951","menschen",2
"2059","nachträglich",2
"21101","neue",2
"2355","provokationen",2
"2459","rassistisch",2
"2555","reiht",2
"2850","ungeschehen",2
"2945","verletzen",2
"1263","",1
"2202","#erneuerbareenergien",2
"3100","#klimaschutz",2
"459","#klimaschutzistjetzt",2
"556","ausgebaut",2
"655","brauchen",2
"1047","einfach",2
"1264","freiheit",2
"1362","ganze",2
"1460","geht",2
"1557","handelns",2
"1858","kern",2
"1952","klima",2
"2060","klimaschutz",2
"21102","macht",2
"2259","müssen",2
"2556","politik",2
"2643","politischen",2
"2748","schneller",2
"2851","schützt",4
"2946","ums",2
"3035","umweltpolitik",2
"3232","wer",2
"1265","",1
"2203","#solidaritaetistzukunft",2
"3101","#tagderarbeit",2
"557","angemessener",2
"656","arbeitsbedingungen",2
"844","branchen",2
"938","gute",2
"1048","heißt",2
"1266","lohn",2
"1558","solidarität",2
"1267","",1
"2204","#israel",2
"558","bestürzt",2
"939","gekommen",2
"1049","geliebte",2
"11109","geschehnisse",2
"1268","gilt",2
"1755","menschen",2
"1859","mitgefühl",2
"2061","schaden",2
"2356","tiefes",2
"2557","unglück",2
"2644","verloren",2
"2852","zutiefst",2
"1269","",1
"2205","coronapandemie",2
"3102","darüber",2
"746","erfolgsmodell",2
"845","eu",2
"940","eukommissar",2
"1050","europäisch",2
"11110","europäischen",2
"1270","gesprochen",2
"1461","herausforderungen",2
"1656","impfstoffproduktion",2
"1860","klimaschutz",2
"1953","lassen",2
"2062","lösen",2
"2260","nachhaltigkeit",2
"2645","schnellere",2
"2853","thierrybreton",2
"3138","unserer",2
"3420","zeit",2
"1271","",1
"2206","#bverfg",2
"3103","#klimaschutz",2
"460","auftrag",2
"747","deshalb",2
"941","enkel",2
"1051","entscheidend",2
"11111","entscheidung",2
"1272","freiheit",4
"1462","handeln",2
"1559","heute",2
"1756","historische",2
"1861","jahre",2
"2063","kinder",2
"21103","klimaschutzgesetz",2
"2261","konkreter",2
"2357","konsequentes",2
"2460","nächsten",2
"2558","schützt",2
"2749","überarbeiten",2
"2947","unsere",2
"3036","unserer",2
"1273","angehörigen",2
"3104","bewohnerinnen",2
"461","bewohnern",2
"846","ereignisse",2
"1052","furchtbare",2
"11112","gedanken",2
"1274","gilt",2
"1363","heute",2
"1954","mitarbeitenden",2
"2064","mitgefühl",2
"21104","nacht",2
"2262","oberlinhaus",2
"2358","opfer",2
"2461","potsdambabelsberg",2
"2559","tiefes",2
"1275","#tschernobyljahrestag",2
"2207","abschalten",2
"3105","atomkraft",2
"462","atomkraftwerke",2
"559","atommüll",2
"657","augen",2
"1276","endlager",2
"1364","erneuerbaren",2
"1463","finden",2
"1560","führt",2
"1757","gefährlich",2
"1862","gehört",2
"2065","riskant",2
"21105","umso",2
"2462","unsere",2
"2646","wichtiger",2
"2948","zukunft",2
"1277","",1
"2208","aktive",2
"3106","außenpolitik",2
"463","autoritären",2
"560","braucht",2
"658","bundesregierung",2
"847","dialog",2
"1278","entstanden",2
"1464","füllen",2
"1657","gegenüber",2
"1758","härte",2
"2066","kräften",2
"21106","länder",2
"2263","lücke",2
"2463","passivität",2
"2560","russland",2
"2647","türkei",2
"2854","werbe",2
"1279","",1
"3107","danke",2
"659","einsatz",2
"848","europäisch",2
"942","flächendeckenden",2
"11113","gestorben",2
"1280","hätten",2
"1561","koordinierten",2
"1658","menschen",2
"1863","rede",2
"1955","retten",2
"2067","seenotrettung",2
"2359","sosmedgermany",2
"2464","trauer",2
"2561","unglück",2
"1281","",1
"2209","#bidens",2
"3108","allianz",2
"464","ambitionierter",2
"561","amp",2
"748","begründen",2
"943","dafür",2
"1562","europa",2
"1759","gradpfad",2
"1864","hand",2
"21107","klimaneutralität",2
"2264","klimaschutzplan",2
"2360","kommen",2
"2465","reichen",2
"2562","sichern",2
"2855","transatlantische",2
"2949","unsere",2
"3037","vorschlag",2
"3139","werbe",2
"3233","wettbewerbsfähigkeit",2
"1282","#bildung",2
"2265","#digitalisierung",2
"3109","#klimaschutz",2
"465","#zusammenhalt",2
"562","arminlaschet",2
"849","darum",2
"1283","energisch",2
"1365","fairen",2
"1465","führung",2
"1563","gratuliere",2
"1659","herausforderungen",2
"1865","kanzlerkandidatur",2
"1956","landes",2
"2068","meistern",2
"21108","nötigen",2
"2266","setze",2
"2563","veränderungen",2
"2648","vorantreibt",2
"2750","wahlkampf",2
"2856","wer",2
"1284","",1
"2267","#btw",2
"466","b",2
"563","bundesvorstandes",2
"850","diegruenen",2
"944","freue",2
"11114","habeck",2
"1366","heute",2
"1660","kanzlerkandidatin",2
"1866","namen",2
"1957","robert",2
"2069","vorgeschlagen",2
"1285","",1
"467","bekämpfen",2
"564","brechen",2
"660","coronapandemie",2
"749","dadurch",2
"851","denke",2
"11115","dritte",2
"1286","furchtbares",2
"1367","gedenke",2
"1661","heute",2
"1958","leben",2
"2070","leid",2
"21109","menschen",2
"2268","müssen",2
"2361","pandemie",2
"2564","trauernd",2
"2649","tun",2
"2950","verloren",2
"3038","verursacht",2
"3140","vielen",2
"3234","welle",2
"3521","zurückgeblieben",2
"1287","",1
"2269","#allesistdrin",2
"3141","#dldk",2
"565","dank",2
"11116","freue",2
"1368","gemeinsamen",2
"1466","gibt",2
"1564","großartig",2
"1662","gruenebbg",2
"1760","herzlichen",2
"21110","jahren",2
"2270","kommenden",2
"2362","kraft",2
"2650","monate",2
"2751","seit",2
"2857","tragt",2
"3142","wahlkampf",2
"1288","",1
"2271","#kindergrundrechte",2
"468","bureg",2
"566","bverfg",2
"11117","grundgesetz",2
"1565","kinderrechte",2
"1867","nacharbeiten",2
"2071","rechtsprechung",2
"21111","schwach",2
"2363","stärken",2
"2565","unionampspd",2
"2651","unkinderrechtskonvention",2
"2858","vorschlag",2
"3039","wirksame",2
"3235","zurückfällt",2
"3332","zustimmen",2
"1289","",1
"2272","#hm",2
"567","chance",2
"661","darüber",2
"1290","gemeinsam",2
"1369","germany",2
"1467","gunther",2
"1566","haeusgen",2
"1663","heute",2
"1868","industriestandort",2
"2072","karl",2
"21112","kegel",2
"2273","klimaneutralität",2
"2364","made",2
"2566","nachhaltigkeit",2
"2859","qualität",2
"2951","schaffen",2
"3143","spreche",2
"3236","steht",2
"3333","u",2
"3421","unseren",2
"3522","vdmaonline",2
"3811","zukünftig",2
"3910","zveiorg",2
"1291","",1
"2274","
all",2
"3144","#kosovo",2
"469","as",2
"568","best",2
"662","congratulation",2
"750","country",2
"852","for",2
"945","from",2
"1053","future",2
"11118","germany",2
"1292","great",2
"1370","news",2
"1468","of",4
"1567","president",2
"1664","the",4
"1761","uvjosaosmaniprksu",2
"1869","your",2
"1293","",3
"2275","

#keinvergessen",2
"3145","
mehmet",2
"470","#nsu",2
"751","bieten",2
"1054","dortmund",2
"11119","drei",2
"1371","ermordet",2
"1469","gemeinsam",2
"1568","genommen",2
"1665","heißt",2
"1959","jahren",2
"2276","kindern",2
"2365","kiosk",2
"2466","kubasik",2
"2652","ort",2
"2752","rechtsextremismus",2
"2860","rechtsterroristen",2
"3040","stirn",2
"3146","tag",2
"3237","vater",2
"1294","",1
"2277","#allesistdrin",2
"3147","#btw",2
"471","besonders",2
"569","brauchen",2
"11120","einladung",2
"1372","gemeinsam",2
"1470","gestalten",2
"1569","gewachsen",2
"1666","herausforderungen",2
"1870","landes",2
"1960","politik",2
"2073","programmentwurf",2
"21113","projekt",2
"2467","wichtig",2
"2653","wirklichkeit",2
"2861","zukunft",2
"1295","",1
"2278","#belarus",2
"3148","#standwithbelarus",2
"752","demokratie",2
"853","demonstrieren",2
"11121","druck",2
"1296","erfolg",2
"1373","erhöht",2
"1471","eu",2
"1570","frei",2
"21114","kampf",2
"2366","lukaschenkaregime",2
"2468","mehr",2
"2567","menschen",2
"2654","menschenrechte",2
"2862","mutiger",2
"2952","rechtsstaatlichkeit",2
"3149","seitens",2
"3238","sicher",2
"3713","wünsche",2
"1297","#internationalertaggegenrassismus",2
"2279","abzusichern",2
"3150","antirassistische",2
"472","arbeit",2
"570","betroffene",2
"663","braucht",2
"753","demokratieförderungsgesetz",2
"11122","finanziell",2
"1374","gefahr",2
"1472","gesellschaftlichen",2
"1571","ideologie",2
"1762","menschenfeindliche",2
"1871","rassismus",2
"1961","strukturelle",2
"2280","unseren",2
"2367","veränderungen",2
"2469","zusammenhalt",2
"1298","",1
"2281","
",2
"3151","#istanbulkonvention",2
"473","#istanbulsoezlesmesi",2
"571","„falsches",2
"664","abzutun",2
"754","aktiven",2
"854","außenpolitik",2
"946","bundesregierung",2
"1055","d",2
"11123","dabei",2
"1667","frauen",2
"1872","gegenteil",2
"1962","gewalt",2
"21115","just",2
"2282","lapidaren",2
"2368","legalisieren",2
"2655","opposition",2
"2753","regime",2
"2863","seiten",2
"2953","signal“",2
"3041","uffuff",2
"3152","verbotsverfahren",2
"1299","",1
"3153","#allesistdrin",2
"474","#btw",2
"572","aufbruch",2
"665","bildung",2
"755","braucht",2
"1473","europa",2
"1572","gelingt",2
"1668","gemeinsamer",2
"1763","gewachsen",2
"1873","herausforderungen",2
"2074","klimaschutz",2
"21116","konkrete",2
"2283","land",2
"2470","politik",2
"2568","soziales",2
"2754","verwaltung",2
"2864","vorschläge",2
"3042","wirklichkeit",2
"3154","wirtschaft",2
"1300","",1
"2284","#syrien",2
"666","bild",2
"756","bildung",2
"855","denen",2
"947","deshalb",2
"1056","dingen",2
"11124","direkt",2
"1474","helft",2
"1874","jahre",4
"1963","kinder",2
"2075","kindheit",2
"21117","krieg",2
"2471","recht",4
"2569","schutz",2
"2656","spenden",2
"2755","stcde",2
"2865","teilen",2
"3043","unterstütze",2
"3155","verloren",2
"3334","zehn",2
"3422","zukunft",2
"1301","",1
"2285","#ltwbw",2
"3156","#mannheim",2
"475","abend
#pforzheim",2
"757","eigentlich",2
"856","heutigen",2
"948","nachricht",2
"1057","schönste",2
"1302","#grünmachtzukunft",2
"2286","#ltwrlp",2
"3157","#spiegel",2
"476","anne",2
"11125","ergebnis",2
"12100","familien",2
"1375","fantastischen",2
"1573","gemacht",2
"1669","glückwunsch",2
"1764","gruenerlp",2
"1875","guten",2
"1964","hast",2
"21118","herzlichen",2
"2287","klimaschutz",2
"2369","liebe",2
"2657","rheinlandpfalz",2
"2756","stärkere",2
"2866","stimme",2
"3044","wahlkampf",2
"1303","#kretschmann",2
"2288","#ltwbw",2
"477","btwahl",2
"949","erfolgreichen",2
"1058","ergebnis",2
"11126","freue",2
"12101","fünf",2
"1475","glückwunsch",2
"1574","gruenebw",2
"1670","herzlichen",2
"1876","jahre",2
"2076","klimaschutz",2
"21119","konsequenten",2
"2289","lieber",2
